caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,id,inputUrl,likesCount,ownerId,ownerUsername,shortCode,timestamp,type,url,location,jam_operasional,hashtags,transcript
"The real hidden gem pencok disamarinda nih, punya cocolan yang wah banget, manis pedes asin asam segar jadi satu dan pecinta rujak bakalan suka banget deh sama @pencok_ulek_ardhelia satu ini ✨

@pencok_ulek_ardhelia 
📍 Jl. Cendana Samping TK Tunas Rimba 
💵 tertera di video 

#makanansmr #rujaksamarinda #pencoksamarinda #kulinersamarinda #smrfoodies #foodsamarinda #makanansamarinda #buahsamarinda",15,1136,640,https://instagram.fsyd3-2.fna.fbcdn.net/v/t51.2885-15/494732684_1182605316511377_3283649643910510952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsyd3-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFQZZjjLCsn07VxeGpLii6Iyq_HBhLNYnI9-r4l_qlZ1xYq0c_nk0I57Pz0E9fA3xA&_nc_ohc=wxhDYJTqC1oQ7kNvwHgbMOy&_nc_gid=h9Nctmzc6ZdejR1PBrPXxA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL3zcrWfox_zf_m0hXSFYbLYcNcE80keH7GJjV0URDRMg&oe=6830D687&_nc_sid=10d13b,3626435825249529392,https://www.instagram.com/jalanjalan.makanenak/,338,2332659232,jalanjalan.makanenak,DJTsCtcv64w,2025-05-06T09:50:20.000Z,Video,https://www.instagram.com/p/DJTsCtcv64w/,Jl. Cendana Samping TK Tunas Rimba,,"#makanansmr, #rujaksamarinda, #pencoksamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #makanansamarinda, #buahsamarinda"," Deryl hidden gem pencok di Samarinda nih, sambal pencoknya itu loh manis, pedas, terus ada tekstur kacangnya gitu, begitu dimakan langsung nyes banget di mulut. Sebelumnya kembali lagi ke Jalan Jalan, Makan Enak. Ya aku lagi ada di pencok ulek Ardelia, dilihat dari sisi mana aja kelihatan kalau pencok di sini itu, dibuat dengan bahan yang sangat-sangat fres, disihan pencoknya beragam banget mulai dari jambu, nanas, bengkwang, pepaya timun, dan yang paling ua, sebenarnya ada di sambalnya ini loh. Ya ulek berbarengan dengan cabai dan bumbu khusus, terus dicocok pakai buah-buahannya ini, doh, ini sih siapa yang gak ngiler, coba apalagi ada tekstur sedikit kasar dari kacangnya gitu, dan pedas dari sambal ini tuh kombinasi yang ultimate banget. Tak, tambah lagi, di sini juga ada rujak asinan buah kiamboy, dengan berbagai isian buah unik, jadinya asam, asin, manis, dan segar, buat pecinta rujak pasti bakal suka menu satu ini. Harganya terjangkau, boleh dari 20 ribuan aja, kalian juga bisa loh pesan persi jumbo mereka, hingga ukuran 25, yang bisa kalian cek detail harganya di sini. Lokasinya ada di jalan cendana, pas di sebrang SD Islamic Center, atau di samping teka tunas rimba, masuk aja ke dalam, terus belok kanan di samping pencucian motor, nanti kalian bakal denguin pencok ulek satu ini. Sudah tersedia di GoFood, GraveFood, dan SofieFood, jadi jangan lupa mampir ke pencok ulek ardelias Sabarinda."
"Jadi ini tu video saat sahur kemaren yang baru kepikiran buat diedit, nah ini uuga udah cukup lama berdiri ya, mimin sih paling suka sama kuah rawonnya ya, seruput pertama tu krasa banget gurih asin lembutnya ✨

Warung Magetan 
📍 Jl. Hasan Basri Seberang Masjid Nurul Iman

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",8,1136,640,https://instagram.forf1-4.fna.fbcdn.net/v/t51.2885-15/494584135_1034302791399218_1328919620330133419_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.forf1-4.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGAF63LcS7FaGrSUM2nGPnsc5p8DiKTsrNLQRRf9YbuY2iItVDMk1mAUCO16dG7kkrA0F0hT9JqoUk_UbJ77U_5&_nc_ohc=jczW8JlDuxwQ7kNvwEiN8Uj&_nc_gid=SV2JNQpj5syziuvZlNENIA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLMtQtUHrjUq4nkJ5zXw5OH73ajBXxH1m-ZOYtPdDcaHQ&oe=6830D6C8&_nc_sid=10d13b,3621370003766133222,https://www.instagram.com/jalanjalan.makanenak/,285,2332659232,jalanjalan.makanenak,DJBsNTivEHm,2025-04-29T10:06:18.000Z,Video,https://www.instagram.com/p/DJBsNTivEHm/,Jl. Hasan Basri Seberang Masjid Nurul Iman,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," Kerasa tuwarung di Samarinda yang buka sampai tengah malam saat bulan puasa kemarin dan punya pecel serta rawon yang sangat cocok di lidah kami berdua sebelumnya kembali lagi ke Jalan Jalan, Makan Enak Warung Magetan Pasti depannya nesejid Nurul Iman, Jalan Hassan Basri sini katanya rawonnya enak tuh sama pecelnya kamu mau beli apa? rawon rawon oke, udah cabai ya boh, ayam pecel, gepre rawon, sama pesit campur dalamnya aku pesan pecel, ini ada pecel tapi pakai ayamnya ayam gepre gitu tuh ini ada dan ayam ke juga, ini ada pabri juga, dan ada dan dapat sayang jadi ini udah uprof by ini master dan yang sama rupuris mari kita coba kalau kalian suka ngehek makanan sebenarnya rawon itu dikasih kecil juga enak, atau kecil dikasih rawon gitu datang main aja kuahnya ke sini jadi lah pecel rawon jadi disini karena ada pecel ada rawon, tinggal kalian campur aja makannya berpohok kuah gitu, jadi rasanya lebih guri dan ada daging-daging yang gitu tuh ngacang-ngacang banget, pedasnya pedas banget, sambalnya sambal banget enak, bumunya"
"Semua mie tu enak kecuali ….

#pov #makanan #tawadireels #kuliner",5,1136,640,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/491432824_984707920398443_4108690754407330576_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFI-FV3ldT96kotKS3OZq4DR9KQO-MaTUg0qQw3gBUjhFy3Duduh-CRf_RtJNngFNk&_nc_ohc=Ai8Xj8wdBtsQ7kNvwHhSI6b&_nc_gid=I54vK6fVlxM2CA1_RVLeHQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKDzVS-yGNQ3yxCfzNKtgdhLTZtHjq8rEs6gXRbr4QaKg&oe=6830E7CA&_nc_sid=10d13b,3623594930271522875,https://www.instagram.com/jalanjalan.makanenak/,102,2332659232,jalanjalan.makanenak,DJJmGP0vZA7,2025-05-02T11:43:54.000Z,Video,https://www.instagram.com/p/DJJmGP0vZA7/,,,"#pov, #makanan, #tawadireels, #kuliner", ༼ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ ༽ �
"@cookienator.idn sekarang hadir di bigmall samarinda kalau kalian pecinta soft cookies harusnya bakalan suka deh dengan cookies satu ini, apalagi ada promo beli 2 gratis 1 samapi 4. Mei 2025 loh ✨

@cookienator.idn 
📍 Bigmall Samarinda Lantai LG Depan Timezone 
🕐 11.00 - 22.00 

#cookiessamarinda #cemilansamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",1,1136,640,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/494907913_1042341141141716_6944846484913314084_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHii67ylRgUPKtWN2y1u-AN61ZLh_58YCwFdx73r-mr2GVycHIXQ1Etmt8fBrAzmOU&_nc_ohc=yfkxdVRjLPoQ7kNvwEtvyLn&_nc_gid=IqXj8Hk9zJUAj06avJiciA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJb0CIXNBjMDIyUdbRivGsXCAskSjjhoYnM9D5GgDDOsA&oe=6830D0F0&_nc_sid=10d13b,3624063708830651343,https://www.instagram.com/jalanjalan.makanenak/,119,2332659232,jalanjalan.makanenak,DJLQr34PFPP,2025-05-03T03:17:10.000Z,Video,https://www.instagram.com/p/DJLQr34PFPP/,Bigmall Samarinda Lantai LG Depan Timezone,11.00 - 22.00,"#cookiessamarinda, #cemilansamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda",ります.
"Cuma 2 jam dari samarinda, bubuhannya bisa mampir ke @costess.bar kalau lagi dijakarta nih, dari lantai 17 kalian bisa menikmati pemandangan sunset yang memanjakan mata dengan beragam entertainment mereka juga loh ✨

@costess.bar 
📍 Cyber 2 Tower 17th Floor, Kuningan Jakarta Selatan 
🕐 start from 11 A.m

#makanan #kulinerjakarta #cafejakarta #hangoutjakarta #destinasijakarta #barjakarta #kulinerjakarta #kulinerajaaa",15,1136,640,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-15/495267038_1179425403497274_5593516143442343620_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHu5EYGzbDuDCd-Vt2Bnr6g2WhnxHJ7rsqIhNDctH75EB5Okgo1hd-Y9dJ0I-eoMWQ&_nc_ohc=SYvO5eXuKeAQ7kNvwHv6i5k&_nc_gid=3AIj7Gv5Fg3xHdU3_reBaw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfICTqCBUcidzrOucy76B_sUDDUfusfAxKTQU2y15IyuRA&oe=6830E8AC&_nc_sid=10d13b,3624808509930809351,https://www.instagram.com/jalanjalan.makanenak/,123,2332659232,jalanjalan.makanenak,DJN6CJ9PSgH,2025-05-04T04:00:30.000Z,Video,https://www.instagram.com/p/DJN6CJ9PSgH/,"Cyber 2 Tower 17th Floor, Kuningan Jakarta Selatan",start from 11 A.m,"#makanan, #kulinerjakarta, #cafejakarta, #hangoutjakarta, #destinasijakarta, #barjakarta, #kulinerjakarta, #kulinerajaaa"," 내 기억 It's like the sun now Let's go to the city Look out the window Oh It's taking over me Don't wanna fall for fall Oh, I don't even know It's like the sun now 음 You just know I thought they got it Like the moon in the stars Nothing else but there's a way inside me But let's go too far"
"Melon dan nanas tapi dalam bentuk yoghurt ‼️ siapa yang gak pengen coba nyobain varian baru dari @colsyoghurt.id satu ini, apalagi second cup ny cuma 10 ribu loh yang detailnya bisa kalian. Check di sosmed mereka ✨

@colsyoghurt.id 
📍 Bigmall Samarinda 
🕐 11.00 - 22.00 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda #eskrimsamarinda #minumansamarinda #happinessstarthere #thefreshnessstarthere",4,1136,640,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/494974664_1187061175957010_1479481821660320002_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEDwPs6_SCFrbEjpu2VZBA2a_aBNEOi9I4bpLdLGgloEtNBuK2ZKnesQKyR_Yy6W6o&_nc_ohc=-60lXi0dFXIQ7kNvwGAnVPG&_nc_gid=Prk_UZoOYIR6AYUptqQNDg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLFRxP9RxZji6-FL1BPfK8O7yR3KaJ0H6b11qvoz13f7A&oe=6830BDAF&_nc_sid=10d13b,3624229845573001504,https://www.instagram.com/jalanjalan.makanenak/,47,2332659232,jalanjalan.makanenak,DJL2dexv2Eg,2025-05-03T08:48:03.000Z,Video,https://www.instagram.com/p/DJL2dexv2Eg/,Bigmall Samarinda,11.00 - 22.00,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda, #eskrimsamarinda, #minumansamarinda, #happinessstarthere, #thefreshnessstarthere"," ada nana sama melon tapi dalam bentuk yogurt siapa yang ga mau coba nah sebelumnya kembali lagi ke jalan-jalan makan enak jadi sebelum mulai kalian tau ga kalau yogurt itu mulai naik daun sejak tahun 1980an di Amerika Serikat sebagai alternatif ice cream yang lebih sehat karena mengandung probiotik yang baik untuk pencernaan dan kesehatan usus tapi nih kalian ga usah jauh-jauh ke Amerika Serikat karena di big mall sama rindapun juga ada loh namanya Chos Pro Yo pas aku datang tuh ternyata ada varian rasa baru yaitu Pine Pop dan Melonair dan yang menarik nih ini yogurt asli dengan manis alami yang terbuat dari madu agar gulanya tetap terkontrol dan tetap sehat ada Pine Pop dengan rasa nanas yang creamy dan fresh serta Melonair dengan rasa melon yang juicy, manis dan segar dengan sensasi yang lumar banget di mulut gitu apalagi kalau di combine dengan berbagai topping mereka yang kalau ditenggitung kayaknya ada sampai 50 topping mulai dari buah, cereal, candy, pokoknya semuanya lengkap deh dan ternyata di sini juga ada promo 2nd cup hanya 10 ribu aja untuk pembelian cup pertama 200 gram yang berlaku untuk semua outlet mulai dari tanggal 30 April sampai 4 Mei 2025 untuk detail lengkapnya kalian bisa aja cek sosnet mereka jadi jangan lupa mampir ke Chos Pro Yo Big Mall sama rindap"
"Rekomendasi makan siang kali ini di warung favorit mimin yang udah cukup sering dan selalu tambah nasi tiap mampir kesini karna sambalnya seenak itu ✨

📍 Jl. Cut Mutia 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda #jajanansamarinda #lalapansamarinda",14,1136,640,https://scontent-mxp2-1.cdninstagram.com/v/t51.2885-15/494306416_1231646928453660_3124967345547969864_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mxp2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHnw50rNgcY0qZ6LUVj4V5WKH-euNGJEODu40hAFNwIO_equSFHl8pKxBkFc-4UiQc&_nc_ohc=9VB7exVHbTIQ7kNvwGZDcj6&_nc_gid=g_gYOb8QBBM7vnkDl0H-kg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLx_PXDBmxm5ci-xu022jt5EznYYh-q-PlGHASLOSfIJQ&oe=6830BD21&_nc_sid=10d13b,3622619538836624052,https://www.instagram.com/jalanjalan.makanenak/,738,2332659232,jalanjalan.makanenak,DJGIUbwvxK0,2025-05-01T03:28:20.000Z,Video,https://www.instagram.com/p/DJGIUbwvxK0/,Jl. Cut Mutia,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda, #jajanansamarinda, #lalapansamarinda", bikin konten bodi stong ga usah jauh-jauh mulai dari yang dekat-dekat rumah dulu aja nih kayak mau aku datang ini ada warung yang udah cukup sering juga aku beli dekat rumah ada di cut mutia coba kita ikutin semoga bukaan jalan cut mutia apalagi dari musuh salim tuh masuk aja nih warungnya udah keliatan di sebelah kiri ini enak coy jadi aku tau warungnya itu waktu bulan buat saya kemarin sekulah yang sering mampir aja nah beda itu tuh patinnya disini juga tuh keliatan kalau di masak pas gitu coba liatin jadi tuh seger ga ada dolu ambis sama sekali karena memang enak nah malah aku makan kayak gini selalu di rumah semua sabunnya untuk jadi kalau matahari nasi tinggalan sama sambarnya sih yang enak banget karganya juga masih terjampau lah ya kalau kalian mau mampir maksudnya lagi jalan cut mutia tapi maksudnya mau lengkap sama lalat nah sisal bini kayaknya tinggal liatin aku makan kan enak
"Mampir ke warung nasi kuning legend di slamet riyadi satu ini, tipe nasi kuning yang pedes asin gurih gitu dan lauk yang matang sempurna, ini sih favorit nya warga samarinda juga nih ✨

📍 Jl. Slamet Riyadi 

#nasikunih #nasikuningsamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #cemilansamarinda #jajanansamarinda",5,1136,640,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/491789226_663856156509103_5376711427736652398_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFNC8jxyVmQ6oQ9JYqngW5lbyg2G_WS7ce8EG75fSb7Sy9ZLGlaTgEcQ2PazYxZC40&_nc_ohc=wUxO-6KjYREQ7kNvwHgmUUg&_nc_gid=AToEF1wKA8ix9P25qOvZyg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI9eUMEdXmRJRZEYZn0bzCq_qqfx9Vz5lLaOMCXF8cb0w&oe=6830C638&_nc_sid=10d13b,3619635416229521335,https://www.instagram.com/jalanjalan.makanenak/,477,2332659232,jalanjalan.makanenak,DI7hzvAyKe3,2025-04-27T00:38:33.000Z,Video,https://www.instagram.com/p/DI7hzvAyKe3/,Jl. Slamet Riyadi,,"#nasikunih, #nasikuningsamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #cemilansamarinda, #jajanansamarinda"," All I dream of is your eyes All I long for is your touch And darling, something tells me you're enough You can say that I'm a fool And I don't know very much But I think they call this love"
"Nemu telur gulung enak banget yang tadinya cuma pengen nyobain malah berlanjut direkam tipis tipis nih, saosnya sih yang bikin nagih ✨

Telur Gulung 
📍 Jl. Siradj salman pas depan era fresh 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jajanansamarinda #cemilansamarinda #jalanjalanmakanenaksamarinda",4,1136,640,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/491252739_648737471464705_6746983025859398815_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE362pIwUrpia8o4Nm6ZVkyODoh1vBIBGTcWbIoY6baWbBxkB2qyq1wHvqa1tthVo0&_nc_ohc=yTEiX9Ad0wgQ7kNvwF99qLw&_nc_gid=QAoz5IOdIG-ySIk3rUy3Jg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIYXRCZWwqNSWKI748-fStSe9Li4wnDT0CjVH4usUk_Yw&oe=6830E0F6&_nc_sid=10d13b,3618496890787572248,https://www.instagram.com/jalanjalan.makanenak/,265,2332659232,jalanjalan.makanenak,DI3e8AkP6oY,2025-04-25T10:55:52.000Z,Video,https://www.instagram.com/p/DI3e8AkP6oY/,Jl. Siradj salman pas depan era fresh,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jajanansamarinda, #cemilansamarinda, #jalanjalanmakanenaksamarinda"," tadinya iseng doang eh ternyata enak banget jadi aku memutusin buat beli lagi telur gulung satu ini lokasinya ada di jalan sirat Salman pas di depannya era fresh, satu tusuknya cuma 2.000 rupiah aja tipe telur gulung yang asin gurih dengan sausnya ini yang bikin nagi banget versi aku saking enaknya yang tadinya tutup jam 2 pagi pas aku datang di jam 9 malam mudah sisa segini aja kalian harus banget cobain jadi jangan lupa mampir ya"
"Dikira warung nya tutup padahal buka terus, nah buat kalian pecinta @sultansmoothies_smr buruan mampirin deh ni ✨

@sultansmoothies_smr 
📍 Jl. Wahid Hasyim Sebrang Kampus Biru 

#makanansmr #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda #jussamarinda #makanansamarinda #minumansamarinda",1,1136,640,https://instagram.fcrq2-1.fna.fbcdn.net/v/t51.2885-15/491441069_456331010872602_4266512485193669138_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fcrq2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QEl6eSjRw1G2X1AOu5kXygVyn24IOOb9Gdz9H2dlbYRwBl0jZAbJyJlegUGH5Sf8b0&_nc_ohc=wtW3J-Q2qhQQ7kNvwHrCJY-&_nc_gid=cm1B7e_MyFzUNRkO-haiHQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLNks6y4ytBxauNxAEOnFbf10Td64Fe5uPMy3cB9Ih08Q&oe=6830DEAF&_nc_sid=10d13b,3616958440465494401,https://www.instagram.com/jalanjalan.makanenak/,217,2332659232,jalanjalan.makanenak,DIyBInDS_GB,2025-04-23T08:00:02.000Z,Video,https://www.instagram.com/p/DIyBInDS_GB/,Jl. Wahid Hasyim Sebrang Kampus Biru,,"#makanansmr, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda, #jussamarinda, #makanansamarinda, #minumansamarinda",
"Rekomendasi makan siang disamarinda tu gak jauh jauh dari ikan patin khasnya, nah salah satu yang jual ikan segar tu ada di warung ini nih, gak cuma ikan sambalnya juga segar banget sampe nambah nasi tuh sangking sukanya ✨

Warung Banjar Amang Idan 
📍 Daerah belakang gor segiri 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",3,1136,640,https://instagram.fdac24-2.fna.fbcdn.net/v/t51.29350-15/491468281_674602262186969_3373121552904031706_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fdac24-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QHHgK4Gl6X71e2N0ee5VIWVyLKSbFkhPmnmz5oet8nCiokViHNeoBqWeUNwSFyBU7A&_nc_ohc=Ae5ik6UjbqMQ7kNvwFoM4tL&_nc_gid=uNgjYXdhFTr7en6z0o8Qpw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKw4-vVU8sWC8_DLHmV06DcjLcGcomkHyGX5uP-ePybRg&oe=6830BD6A&_nc_sid=10d13b,3615535987151260352,https://www.instagram.com/jalanjalan.makanenak/,347,2332659232,jalanjalan.makanenak,DIs9tMKysrA,2025-04-21T08:54:24.000Z,Video,https://www.instagram.com/p/DIs9tMKysrA/,Daerah belakang gor segiri,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda",
"Nah sekarang kita share mall satu satunya ditenggarong ini, konsep mallnya emang tenant nya agak berjarak gitu 😌

Ide by @kingtae.life 
📍 tenggarong 

#pov #mall #tenggarong #wisatasamarinda #destinasitenggarong #samarindaetam #samarindaterkini #malltimbau",107,1136,640,https://instagram.fkep2-1.fna.fbcdn.net/v/t51.2885-15/490658008_693153883385239_7141366599203371595_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fkep2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QF_LsllswqGX2WgI1Uid9cAcY3ak1NVJZE9InUDmwR85n3Jd6jhbatLhe4oq3g4874&_nc_ohc=C7K_VaXnIbwQ7kNvwGvfDtN&_nc_gid=VMHBslLRD-A5S-sGujjfqw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI5B1qYIQzTf92TakIwHNL12sNtWBq7K32I1qHBNm7wNQ&oe=6830D40E&_nc_sid=10d13b,3614763575006697601,https://www.instagram.com/jalanjalan.makanenak/,6841,2332659232,jalanjalan.makanenak,DIqOFHTS5iB,2025-04-20T07:18:54.000Z,Video,https://www.instagram.com/p/DIqOFHTS5iB/,tenggarong,,"#pov, #mall, #tenggarong, #wisatasamarinda, #destinasitenggarong, #samarindaetam, #samarindaterkini, #malltimbau",
"Sukiyaki timbangan pertama di samarinda ini lagi ada promo mulai besok 19 April 2025 loh, dari harga 25.000/100 gram jadi cuma 15.000/100 gramnya, catat tanggalnya dan jangan sampai ketinggalan ya ✨

@sukibang.id 
📍 Jl. Antasari 
Jl. Arif rahman Hakim 
🕐 11.00 - 22.00 

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #sukibang #maribersukicit4 #sukibangul4ngtahun #sahiaticulinarygroup #sukibangid #jalanjalanmakanenaksamarinda",7,1333,750,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/490475428_18459838327075233_6339737537158624793_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG7jqiCHeb0A9sF0OToFMdcDPSqwZgLloJb3u53QOct4uSoTh71KLjcN8Lo_b23n-I&_nc_ohc=-b8jtWaKGLYQ7kNvwH07zyA&_nc_gid=6aN3s9m6sGC40l2eDRfqsQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKrGLYI9vjnUUnakUgkp57lQ9sLPDXM5cg_hPLILtwX7A&oe=6830CDF5&_nc_sid=10d13b,3613367086161488556,https://www.instagram.com/jalanjalan.makanenak/,127,2332659232,jalanjalan.makanenak,DIlQjhtvmqs,2025-04-18T09:05:49.000Z,Video,https://www.instagram.com/p/DIlQjhtvmqs/,Jl. Antasari,11.00 - 22.00,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #sukibang, #maribersukicit4, #sukibangul4ngtahun, #sahiaticulinarygroup, #sukibangid, #jalanjalanmakanenaksamarinda",
"Nyobain jalan baru yang katanya cepat itu, kalau cari yang jalanannya lurus lurus aja ini solusi tepat sih makin dekat kalau rumah kamu di loabakung ✨

#pov #jalan #tenggarong #samarinda",37,1333,750,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/490754158_1364114378045366_677708396908521735_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHxiF5Z7_H9tkmP8Pz2rN-ABwvM4hN9ZDouHhnbpV2QkIZM5IRhF9xS3n26bOPtIpV9fqgfQMePwOPScni48sl9&_nc_ohc=bRd6t8IocrsQ7kNvwFesg_A&_nc_gid=Xc8txF-gvtw7WVFRnXr_Vg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKjr2-uRkwhw6KvPhMBRtmj5CADrmF-jhsvvRch-tqVLQ&oe=6830C00F&_nc_sid=10d13b,3614155310128304991,https://www.instagram.com/jalanjalan.makanenak/,1942,2332659232,jalanjalan.makanenak,DIoDxsfShNf,2025-04-19T11:14:14.000Z,Video,https://www.instagram.com/p/DIoDxsfShNf/,,,"#pov, #jalan, #tenggarong, #samarinda",
"Video ini diupload saat kehujanan ontime 🤣

#pov #motor #rusak",11,1920,1080,https://scontent-ord5-3.cdninstagram.com/v/t51.29350-15/491504768_1135594298321310_9001528208778008651_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QERpdaFqOam_G-YdMAdFJvmUhChkfGlUNsqOz0YRir2UYfgoAjRigHB0gQLwgt03Iw2EX9kKSCrYulkoYn-Gr04&_nc_ohc=CatVHzPqjWMQ7kNvwE-Zh_A&_nc_gid=c-x0564o5gKWmzrI9m-E3w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKGNvmAePbLEB6NdxoR-03BfaCAUYBCesF5X_s0WaLQYg&oe=6830D0A4&_nc_sid=10d13b,3612822960052316622,https://www.instagram.com/jalanjalan.makanenak/,103,2332659232,jalanjalan.makanenak,DIjU1cySynO,2025-04-17T15:01:47.000Z,Video,https://www.instagram.com/p/DIjU1cySynO/,,,"#pov, #motor, #rusak",
